fold_id,train_start,train_end,test_start,test_end,test_weeks,m1_only_sharpe,m1_only_ann_return,ecdf_sharpe,ecdf_ann_return,ecdf_sharpe_edge_vs_m1,ecdf_return_edge_vs_m1,equal_weight_sharpe,m1_ir,ecdf_ir,ir_edge_vs_ew,m2_auc,m2_auc_pr,m2_n_trades
1,2006-01-01,2014-12-31,2015-01-01,2016-12-31,105,0.0701693668956851,0.005248445625827269,-0.17430952858959353,-0.005613835036156867,-0.24447889548527862,-0.010862280661984136,0.0996254046183953,-0.10903613772187792,-0.24089941044526708,-0.24089941044526708,0.4548277809147374,0.46346689464829105,315
2,2006-01-01,2016-12-31,2017-01-01,2018-12-31,104,1.0837827151063153,0.08680549019831174,0.2727530852577782,0.006645237731806697,-0.8110296298485371,-0.08016025246650504,0.5139522575260383,0.95279240772905,-0.5394593761993055,-0.5394593761993055,0.4078805867423753,0.5505184946930504,312
3,2006-01-01,2018-12-31,2019-01-01,2020-12-31,104,0.6097855480962094,0.06605177342829127,0.41397773769866625,0.03828158341711241,-0.1958078103975432,-0.027770190011178864,0.8546621798867884,-0.7675509078478807,-1.038947042863935,-1.038947042863935,0.513318806421488,0.6935319059165961,312
4,2006-01-01,2020-12-31,2021-01-01,2022-12-31,105,0.04221549567820805,0.003995846792415714,0.6299233620913582,0.02356042954441362,0.5877078664131502,0.019564582751997905,-0.2794598748294251,0.49801586741817433,0.4891166034423722,0.4891166034423722,0.5489359974009096,0.6131896738637697,315
5,2006-01-01,2022-12-31,2023-01-01,2024-12-31,104,1.10523665516386,0.0985025087500826,0.5591058749613348,0.017823445142409078,-0.5461307802025251,-0.08067906360767352,1.1727146864872975,-0.392846837533871,-1.1613896828592174,-1.1613896828592174,0.42191500256016384,0.5553751625715702,312
6,2006-01-01,2024-12-31,2025-01-01,2026-07-10,80,1.9576492278143927,0.21042078275105203,1.8383779116422965,0.13588926210355323,-0.11927131617209619,-0.0745315206474988,1.889059010803346,0.302022223629221,-0.8685853784217432,-0.8685853784217432,0.6121442125237192,0.7290261183948352,240
