fold_id,train_start,train_end,test_start,test_end,test_weeks,m1_only_sharpe,m1_only_ann_return,ecdf_sharpe,ecdf_ann_return,ecdf_sharpe_edge_vs_m1,ecdf_return_edge_vs_m1,equal_weight_sharpe,m1_ir,ecdf_ir,ir_edge_vs_ew,m2_auc,m2_auc_pr,m2_n_trades
1,2006-01-01,2014-12-31,2015-01-01,2016-12-31,105,-0.09656358140546399,-0.007587088923916907,-0.15976137979811472,-0.006797076645598477,-0.06319779839265073,0.0007900122783184305,0.0996254046183953,-0.33324584485769904,-0.28377456133047824,-0.28377456133047824,0.4999193678438961,0.509021075159813,315
2,2006-01-01,2016-12-31,2017-01-01,2018-12-31,104,0.7748350938261149,0.06382842004169187,0.24031252580623164,0.011681391173030686,-0.5345225680198833,-0.05214702886866118,0.5139522575260383,0.5578953460395021,-0.6109525863434254,-0.6109525863434254,0.3761918763388919,0.4846906249315475,312
3,2006-01-01,2018-12-31,2019-01-01,2020-12-31,104,0.8162039672966409,0.0907627045364714,0.6708751893379384,0.042652610917710554,-0.14532877795870247,-0.04811009361876084,0.8546621798867884,-0.5529471200079908,-0.8270147080146616,-0.8270147080146616,0.5292397660818713,0.6812387490024524,312
4,2006-01-01,2020-12-31,2021-01-01,2022-12-31,105,-0.050082490850928404,-0.005052129768265079,0.7082403439591128,0.03007068452182815,0.7583228348100413,0.03512281429009323,-0.2794598748294251,0.4148890136205425,0.558808191502555,0.558808191502555,0.6034990189666448,0.6611033529981356,315
5,2006-01-01,2022-12-31,2023-01-01,2024-12-31,104,0.948697464489495,0.08567210683300286,0.6286490131491541,0.03169769548684176,-0.3200484513403409,-0.0539744113461611,1.1727146864872975,-0.708658835924646,-1.1887642843288588,-1.1887642843288588,0.44322691975841244,0.5677433332920213,312
6,2006-01-01,2024-12-31,2025-01-01,2026-07-10,80,1.4354178893071772,0.16539523053234517,1.5098949724158328,0.12651297718127252,0.07447708310865564,-0.03888225335107265,1.889059010803346,-0.3942213520017036,-1.1095543431713133,-1.1095543431713133,0.6177597475771919,0.6821283664691199,240
