ticker,period,name,asset_class,benchmark,annualized_return,annualized_volatility,sharpe,max_drawdown,total_return,weekly_hit_rate
SP500,train,S&P 500 Index,Equity,S&P 500 Index (^GSPC),0.1152426993445963,0.16445490981759375,0.7007556020821665,-0.3181032904337876,1.8481571200810838,0.5971943887775552
MSCI_EAFE,train,MSCI EAFE Index Proxy,Equity,MSCI EAFE public proxy (EFA),0.050103085306358874,0.17703873521381938,0.28300634460501894,-0.3341503965217467,0.5986187768231903,0.5511022044088176
MSCI_EM,train,MSCI Emerging Markets Index Proxy,Equity,MSCI Emerging Markets public proxy (EEM),0.027042210513179565,0.20306063087768658,0.13317308429652433,-0.3668793006823984,0.2918230910286772,0.5250501002004008
UST_7_10,train,U.S. Treasury 7-10 Year Index Proxy,Fixed Income,U.S. Treasury 7-10 Year public proxy (IEF),0.041628168222517026,0.05863511440694956,0.709952877956407,-0.08504615229310308,0.4790196559331905,0.5711422845691383
US_HIGH_YIELD,train,U.S. High Yield Bond Index Proxy,Fixed Income,U.S. High Yield public proxy (HYG),0.05268056299878765,0.10160694134144438,0.5184740560367583,-0.20747274461483178,0.6366719633533744,0.6052104208416834
GOLD_SPOT,train,Gold Spot / Gold Index Proxy,Commodity,Gold futures / spot proxy (GC=F),0.020883021469828345,0.16188351197669304,0.12900029913382993,-0.4363025144387217,0.2193682843312763,0.5290581162324649
US_REIT,train,U.S. REIT Index,Real Estate,NASDAQ U.S. Benchmark REIT Index,0.03711227849603849,0.21250940405555854,0.17463828794294597,-0.39965720203060195,0.41862164136699587,0.5591182364729459
