date,adj_close
2003-04-14,7.199283123016357
2003-04-15,7.284818649291992
2003-04-16,7.368929386138916
2003-04-17,7.421678066253662
2003-04-21,7.418824672698975
2003-04-22,7.443771839141846
2003-04-23,7.478700637817383
2003-04-24,7.331149578094482
2003-04-25,7.209972858428955
2003-04-28,7.329008102416992
2003-04-29,7.5378618240356445
2003-04-30,7.516479015350342
2003-05-01,7.487255096435547
2003-05-02,7.602014541625977
2003-05-05,7.683988094329834
2003-05-06,7.723191261291504
2003-05-07,7.708937644958496
2003-05-08,7.6412177085876465
2003-05-09,7.731031894683838
2003-05-12,7.838662624359131
2003-05-13,7.794471263885498
2003-05-14,7.7552666664123535
2003-05-15,7.770951747894287
2003-05-16,7.776651382446289
2003-05-19,7.591324329376221
2003-05-20,7.629100322723389
2003-05-21,7.635517120361328
2003-05-22,7.704659938812256
2003-05-23,7.783779144287109
2003-05-27,8.062484741210938
2003-05-28,8.09741497039795
2003-05-29,8.108102798461914
2003-05-30,8.202193260192871
2003-06-02,8.261357307434082
2003-06-03,8.198629379272461
2003-06-04,8.30412483215332
2003-06-05,8.3126802444458
2003-06-06,8.390371322631836
2003-06-09,8.318382263183594
2003-06-10,8.403916358947754
2003-06-11,8.411043167114258
2003-06-12,8.474485397338867
2003-06-13,8.471633911132812
2003-06-16,8.56286907196045
2003-06-17,8.738931655883789
2003-06-18,8.706855773925781
2003-06-19,8.706855773925781
2003-06-20,8.706855773925781
2003-06-23,8.493016242980957
2003-06-24,8.430292129516602
2003-06-25,8.500143051147461
2003-06-26,8.592095375061035
2003-06-27,8.552180290222168
2003-06-30,8.546476364135742
2003-07-01,8.639139175415039
2003-07-02,8.84228515625
2003-07-03,8.867236137390137
2003-07-07,9.086779594421387
2003-07-08,9.112439155578613
2003-07-09,9.091054916381836
2003-07-10,8.931387901306152
2003-07-11,9.006230354309082
2003-07-14,9.164474487304688
2003-07-15,9.04900074005127
2003-07-16,9.056126594543457
2003-07-17,8.819480895996094
2003-07-18,8.937090873718262
2003-07-21,8.818766593933105
2003-07-22,8.924260139465332
2003-07-23,8.867236137390137
2003-07-24,8.910003662109375
2003-07-25,9.056126594543457
2003-07-28,9.106024742126465
2003-07-29,9.054699897766113
2003-07-30,8.988409042358398
2003-07-31,9.031179428100586
2003-08-01,9.051139831542969
2003-08-04,9.011218070983887
2003-08-05,8.914281845092773
2003-08-06,8.874361991882324
2003-08-07,8.939228057861328
2003-08-08,8.999103546142578
2003-08-11,9.038308143615723
2003-08-12,9.073946952819824
2003-08-13,9.202252388000488
2003-08-14,9.323427200317383
2003-08-15,9.230761528015137
2003-08-18,9.427498817443848
2003-08-19,9.473831176757812
2003-08-20,9.47525691986084
2003-08-21,9.649178504943848
2003-08-22,9.698360443115234
2003-08-25,9.622803688049316
2003-08-26,9.505193710327148
2003-08-27,9.615678787231445
2003-08-28,9.68267822265625
2003-08-29,9.752532958984375
2003-09-02,9.897233009338379
2003-09-03,9.975638389587402
2003-09-04,10.01128101348877
2003-09-05,10.002013206481934
2003-09-08,10.191617965698242
2003-09-09,10.014841079711914
2003-09-10,9.84804916381836
2003-09-11,9.83664321899414
2003-09-12,9.906495094299316
2003-09-15,9.760377883911133
2003-09-16,9.961384773254395
2003-09-17,9.918617248535156
2003-09-18,10.032663345336914
2003-09-19,9.986333847045898
2003-09-22,9.823098182678223
2003-09-23,9.847339630126953
2003-09-24,9.865158081054688
2003-09-25,9.719035148620605
2003-09-26,9.651318550109863
2003-09-29,9.719745635986328
2003-09-30,9.689093589782715
2003-10-01,9.943563461303711
2003-10-02,10.086122512817383
2003-10-03,10.185918807983398
2003-10-06,10.22512149810791
2003-10-07,10.214428901672363
2003-10-08,10.29069709777832
2003-10-09,10.463909149169922
2003-10-10,10.592211723327637
2003-10-13,10.752591133117676
2003-10-14,10.547304153442383
2003-10-15,10.674899101257324
2003-10-16,10.67204475402832
2003-10-17,10.60718059539795
2003-10-20,10.666343688964844
2003-10-21,10.719804763793945
2003-10-22,10.562275886535645
2003-10-23,10.40688419342041
2003-10-24,10.35200023651123
2003-10-27,10.471036911010742
2003-10-28,10.61430835723877
2003-10-29,10.7026948928833
2003-10-30,10.664206504821777
2003-10-31,10.5786714553833
2003-11-03,10.831002235412598
2003-11-04,10.860939025878906
2003-11-05,10.875195503234863
2003-11-06,10.797501564025879
2003-11-07,10.808902740478516
2003-11-10,10.659928321838379
2003-11-11,10.523070335388184
2003-11-12,10.710538864135742
2003-11-13,10.793221473693848
2003-11-14,10.738336563110352
2003-11-17,10.528776168823242
2003-11-18,10.549445152282715
2003-11-19,10.481016159057617
2003-11-20,10.345585823059082
2003-11-21,10.435399055480957
2003-11-24,10.548730850219727
2003-11-25,10.585081100463867
2003-11-26,10.682025909423828
2003-11-28,10.777541160583496
2003-12-01,11.086182594299316
2003-12-02,11.037001609802246
2003-12-03,10.998507499694824
2003-12-04,10.922951698303223
2003-12-05,10.9022798538208
2003-12-08,10.923666954040527
2003-12-09,10.878046035766602
2003-12-10,10.834563255310059
2003-12-11,11.032012939453125
2003-12-12,11.08261775970459
2003-12-15,11.091170310974121
2003-12-16,11.044844627380371
2003-12-17,10.916536331176758
2003-12-18,11.092597961425781
2003-12-19,11.119684219360352
2003-12-22,11.276704788208008
2003-12-23,11.30748462677002
2003-12-24,11.344003677368164
2003-12-26,11.372639656066895
2003-12-29,11.544477462768555
2003-12-30,11.599607467651367
2003-12-31,11.745848655700684
2004-01-02,12.00737476348877
2004-01-05,12.428690910339355
2004-01-06,12.288250923156738
2004-01-07,12.316908836364746
2004-01-08,12.363482475280762
2004-01-09,12.341276168823242
2004-01-12,12.33052921295166
2004-01-13,12.260307312011719
2004-01-14,12.279651641845703
2004-01-15,12.028871536254883
2004-01-16,12.080460548400879
2004-01-20,12.431559562683105
2004-01-21,12.448034286499023
2004-01-22,12.416501998901367
2004-01-23,12.395729064941406
2004-01-26,12.478124618530273
2004-01-27,12.41507339477539
2004-01-28,12.239526748657227
2004-01-29,12.046783447265625
2004-01-30,12.030306816101074
2004-02-02,12.033172607421875
2004-02-03,11.96581745147705
2004-02-04,11.858344078063965
2004-02-05,11.854755401611328
2004-02-06,12.124881744384766
2004-02-09,12.299715995788574
2004-02-10,12.288971900939941
2004-02-11,12.479562759399414
2004-02-12,12.473114013671875
2004-02-13,12.481711387634277
2004-02-17,12.732488632202148
2004-02-18,12.559094429016113
2004-02-19,12.44946575164795
2004-02-20,12.309747695922852
2004-02-23,12.202272415161133
2004-02-24,12.13778018951416
2004-02-25,12.270336151123047
2004-02-26,12.331241607666016
2004-02-27,12.50606918334961
2004-03-01,12.79124641418457
2004-03-02,12.689502716064453
2004-03-03,12.610681533813477
2004-03-04,12.696661949157715
2004-03-05,12.743236541748047
2004-03-08,12.621426582336426
2004-03-09,12.539029121398926
2004-03-10,12.252423286437988
2004-03-11,11.98731517791748
2004-03-12,12.087623596191406
2004-03-15,11.861922264099121
2004-03-16,12.008810043334961
2004-03-17,12.17360782623291
2004-03-18,12.245261192321777
2004-03-19,12.0840425491333
2004-03-22,11.890583038330078
2004-03-23,12.010242462158203
2004-03-24,12.019559860229492
2004-03-25,12.137064933776855
2004-03-26,12.114856719970703
2004-03-29,12.270336151123047
2004-03-30,12.420806884765625
2004-03-31,12.574857711791992
2004-04-01,12.677318572998047
2004-04-02,12.804142951965332
2004-04-05,12.893707275390625
2004-04-06,12.965354919433594
2004-04-07,12.918783187866211
2004-04-08,12.929533958435059
2004-04-12,13.029131889343262
2004-04-13,12.877228736877441
2004-04-14,12.687347412109375
2004-04-15,12.582022666931152
2004-04-16,12.675169944763184
2004-04-19,12.696661949157715
2004-04-20,12.585607528686523
2004-04-21,12.492460250854492
2004-04-22,12.488874435424805
2004-04-23,12.582022666931152
2004-04-26,12.402891159057617
2004-04-27,12.336976051330566
2004-04-28,11.983729362487793
2004-04-29,11.5889310836792
2004-04-30,11.342450141906738
2004-05-03,11.45637321472168
2004-05-04,11.680642127990723
2004-05-05,11.709303855895996
2004-05-06,11.466407775878906
2004-05-07,11.208459854125977
2004-05-10,10.66749095916748
2004-05-11,10.984190940856934
2004-05-12,10.987772941589355
2004-05-13,10.959115028381348
2004-05-14,10.670355796813965
2004-05-17,10.24331283569336
2004-05-18,10.547834396362305
2004-05-19,10.839455604553223
2004-05-20,10.772815704345703
2004-05-21,10.949800491333008
2004-05-24,11.12032699584961
2004-05-25,11.365378379821777
2004-05-26,11.320954322814941
2004-05-27,11.500082015991211
2004-05-28,11.47500228881836
2004-06-01,11.395468711853027
2004-06-02,11.395468711853027
2004-06-03,11.142539978027344
2004-06-04,11.306623458862305
2004-06-07,11.697124481201172
2004-06-08,11.534475326538086
2004-06-09,11.273660659790039
2004-06-10,11.2865629196167
