mean_gross_exposure,median_gross_exposure,mean_cash_weight,mean_long_gross,mean_short_gross,mean_active_names,pct_weeks_below_half_invested,mean_gross_vs_benchmark,mean_weekly_turnover,return_correlation_vs_benchmark
0.9959192289236342,1.0000000000000002,0.0040807710763658325,0.49821309988640516,0.49770612903722905,5.997465145754119,0.0,-0.0028133439534252513,0.13468554765715318,-0.20654986359801655
