allocation_state,n,mean_p_success,median_p_success,mean_trade_return,hit_rate
m3_zero,608,0.4716155246749587,0.47693652640940737,-0.00411099267760139,0.40460526315789475
m3_active,1102,0.5510980174614273,0.5520922998340421,0.006516827041930897,0.5517241379310345
