long_quantile,long_threshold,annualized_return,sharpe,max_drawdown,mean_gross
0.52,-0.06943396592318868,0.046798528944003825,0.5140727747082998,-0.1661799430189218,0.8064873419633493
0.54,-0.04840604271711131,0.04891419459862534,0.5500246427633563,-0.1671487588037549,0.7934126955064597
0.56,-0.027249023042122837,0.05164059867753035,0.6015315738473657,-0.14840397359902402,0.782762581987379
0.58,-0.007813448912353119,0.044640772962814435,0.5253600545574217,-0.14906359549878734,0.7622178609190972
0.6,0.007171072664817186,0.037269832107432954,0.4476079563360195,-0.14906359549878734,0.7404828231932646
0.62,0.03188081353885437,0.04174135519275546,0.5198377891040247,-0.1369876080677036,0.7200621215394767
0.64,0.05837795476386527,0.043509485701237915,0.5554410994957771,-0.12701751731784494,0.6929442127729154
0.66,0.07961392977008465,0.03801939000758958,0.4985036363780492,-0.11758144674179438,0.6596963017833505
0.68,0.1103159448056292,0.036394986509058924,0.48735389107711535,-0.12118691618515842,0.6289943066230644
