ticker,ic,n_obs,hit_rate
GOLD_SPOT,0.022399912911402902,285,0.610909090909091
MSCI_EAFE,0.05713167484850212,285,0.556910569105691
MSCI_EM,0.18027909821831242,285,0.5652173913043478
SP500,-0.09933957813868859,285,0.6612244897959184
UST_7_10,-0.12033726095994442,285,0.5473251028806584
US_HIGH_YIELD,0.012889630754716002,285,0.680672268907563
US_REIT,-0.1197089789380375,285,0.5330739299610895
