ticker,n_trades,base_rate,auc,approval_rate,mean_trade_return
GOLD_SPOT,275,0.5672727272727273,0.5781620340443869,0.01818181818181818,0.010854850333486623
MSCI_EAFE,246,0.5813008130081301,0.5643288750084867,0.08130081300813008,0.007810143608562144
MSCI_EM,230,0.508695652173913,0.6233265259813933,0.0,0.005671526416562961
SP500,245,0.5877551020408164,0.5191144114411441,0.08979591836734693,0.0013523691629686147
UST_7_10,243,0.3786008230452675,0.4581773682695076,0.0,-0.002813027819585608
US_HIGH_YIELD,238,0.42436974789915966,0.6888776468887765,0.0,0.0006324211303266335
US_REIT,257,0.4708171206225681,0.5616188624210015,0.0038910505836575876,-0.004542045618414695
