fold_id,train_start,train_end,test_start,test_end,test_weeks,baseline_m1_sharpe,ic_m1_sharpe,m1_sharpe_delta,baseline_ecdf_sharpe,ic_ecdf_sharpe,ecdf_sharpe_delta,ic_momentum,ic_trend,ic_macro,ic_risk_penalty
1,2006-01-01,2014-12-31,2015-01-01,2016-12-31,105,-0.12850578933001408,-0.06726994968154355,0.06123583964847053,-0.5124468781959789,0.5355241705758448,1.0479710487718237,0.19562213588345026,0.21501325139376315,0.26984845744648456,0.319516155276302
2,2006-01-01,2016-12-31,2017-01-01,2018-12-31,104,0.9472955672273085,0.7082889494353205,-0.23900661779198795,0.2506613018427926,0.8175280200025644,0.5668667181597717,0.0,0.0,0.5561004896836451,0.44389951031635483
3,2006-01-01,2018-12-31,2019-01-01,2020-12-31,104,0.5695482614272064,0.7450952673887973,0.1755470059615909,0.4329390274951933,0.3051988729201253,-0.127740154575068,0.12345022231620399,0.152408383693932,0.4509318855851504,0.2732095084047136
4,2006-01-01,2020-12-31,2021-01-01,2022-12-31,105,-0.05693479528881317,-0.6925185651398105,-0.6355837698509973,0.8620661194284556,-0.5228806408702564,-1.384946760298712,0.0,0.0,0.1591662141727625,0.8408337858272374
5,2006-01-01,2022-12-31,2023-01-01,2024-12-31,104,1.093199326034336,1.5104193327560298,0.4172200067216938,0.63462833364169,1.1982973852556515,0.5636690516139615,0.02483645091462654,0.1372138984078227,0.0928561232387532,0.7450935274387976
6,2006-01-01,2024-12-31,2025-01-01,2026-07-10,80,1.8266905186406655,1.2920011061755197,-0.5346894124651458,1.4444129800922003,1.2118343431777299,-0.23257863691447045,0.12700044414516382,0.2875195208963137,0.0,0.5854800349585225
