risk_off,n_trades,base_rate,auc,approval_rate,mean_trade_return,curve_inverted,inflation_up,growth_down
0.0,717,0.6164574616457462,0.5519868366927191,0.8535564853556485,0.008712373466486421,,,
1.0,150,0.5666666666666667,0.476923076923077,0.6933333333333334,0.009534932101706702,,,
,867,0.6078431372549019,0.5388659448599173,0.825836216839677,0.00885668199898121,0.0,,
,510,0.6705882352941176,0.49684976329713176,0.9470588235294117,0.013735731318285671,,0.0,
,357,0.5182072829131653,0.5247957259585168,0.6526610644257703,0.0016441743095746107,,1.0,
,501,0.5828343313373253,0.5874188896899785,0.782435129740519,0.007267817696794449,,,0.0
,366,0.6420765027322405,0.4392723729088842,0.8852459016393442,0.010979508894525815,,,1.0
