allocation_state,n,mean_p_success,median_p_success,mean_trade_return,hit_rate
m3_zero,7,0.4968463240768187,0.4964668953191653,0.007722169415259891,0.5714285714285714
m3_active,860,0.576382069846255,0.5777684285109386,0.00886604707927136,0.608139534883721
