long_quantile,long_threshold,annualized_return,sharpe,max_drawdown,mean_gross
0.52,-0.06943396592318868,0.047313132993371365,0.5236742344414698,-0.16617994301892203,0.8009980150454927
0.54,-0.04840604271711131,0.05061059459180828,0.5708070814237454,-0.16714875880375513,0.7891269555064595
0.56,-0.027249023042122837,0.0546084497137862,0.6359389467469871,-0.14840397359902413,0.779905421987379
0.58,-0.007813448912353119,0.045226517713150116,0.5322626948122352,-0.14906359549878723,0.7607892809190971
0.6,0.007171072664817186,0.03785313957010206,0.454639927416608,-0.14906359549878723,0.7393399591932646
0.62,0.03188081353885437,0.04219843539456991,0.525414503202684,-0.1369876080677036,0.7192049735394767
0.64,0.05837795476386527,0.043967341697778606,0.5611574690223065,-0.12701751731784494,0.6920870647729155
0.66,0.07961392977008465,0.03781923870270454,0.49592325552241534,-0.11758144674179438,0.6591248697833505
0.68,0.1103159448056292,0.036394986509058924,0.48735389107711535,-0.12118691618515842,0.6289943066230644
