variant,weights,test_sharpe,baseline_test_sharpe,rationale,holdout_variant,holdout_test_sharpe,walk_forward_validated,walk_forward_apply,walk_forward_mean_m1_gain,walk_forward_mean_ecdf_gain,walk_forward_m1_wins,walk_forward_n_folds,config_action
baseline,"{'momentum': 0.45, 'trend': 0.25, 'macro': 0.2, 'risk_penalty': 0.1}",0.7954070200669509,0.786949642418549,"Walk-forward: mean M1 Sharpe -0.0353 (need ≥0.003), mean ECDF Sharpe -0.0840 (max loss 0.02); M1 wins 2/6. Keep baseline weights. Holdout tuning favored `ic_proportional_train` (test Sharpe 0.7954) but walk-forward did not confirm.",ic_proportional_train,0.7954070200669509,True,False,-0.0353403992382989,-0.08404144062211671,2,6,keep_baseline
