sleeve,annualized_return,annualized_volatility,sharpe,max_drawdown,rolling_12m_max_drawdown,turnover,annualized_turnover,hit_rate,interaction_excess_ann,combined_excess_ann,sum_standalone_excess_ann
full_m1,0.07319849646679488,0.10426328396287823,0.7020543923482823,-0.21003977682248687,-0.21003977682248687,0.09598374622952195,4.991154803935141,0.5882352941176471,,,
momentum_score,0.06388852465449268,0.09109130539601205,0.7013679777311623,-0.2298586658264773,-0.2298586658264773,0.1415511355791459,7.360659050115586,0.5801217038539553,,,
trend_score,0.059277613521301786,0.09500978494940132,0.6239106167103824,-0.20492128230007478,-0.20492128230007478,0.0727334545751878,3.782139637909766,0.5628803245436106,,,
macro_score,0.03942038332977993,0.07453143398102433,0.528909497968553,-0.1603489086773069,-0.14757287217727255,0.09547596128479639,4.964749986809412,0.5365111561866126,,,
risk_penalty,0.037912438651672264,0.05496016113287806,0.6898167303405598,-0.10016070168620173,-0.10016070168620173,0.14817504363698755,7.705102269123353,0.46551724137931033,,,
interaction,,,,,,,,,0.09357350006798582,-0.00042615811935098336,-0.0939996581873368
