ticker,n_trades,base_rate,auc,approval_rate,mean_trade_return
GOLD_SPOT,219,0.6164383561643836,0.5555555555555556,0.7899543378995434,0.014562349869704885
MSCI_EAFE,162,0.5987654320987654,0.510071371927042,0.9382716049382716,0.009682908472274782
MSCI_EM,87,0.6206896551724138,0.4214365881032548,1.0,0.016066811557332843
SP500,197,0.6548223350253807,0.5556315549475604,0.8781725888324873,0.007971446912410788
UST_7_10,49,0.3877551020408163,0.43859649122807015,0.30612244897959184,-0.00577426327935225
US_HIGH_YIELD,66,0.7424242424242424,0.5558223289315726,0.5606060606060606,0.009879863676423146
US_REIT,87,0.5057471264367817,0.587737843551797,0.9080459770114943,-0.0049619820438363245
