mean_gross_exposure,median_gross_exposure,mean_cash_weight,mean_long_gross,mean_short_gross,mean_active_names,pct_weeks_below_half_invested,mean_gross_vs_benchmark,mean_weekly_turnover,return_correlation_vs_benchmark
0.82916098601425,0.8571420000000001,0.17083901398574983,0.82916098601425,0.0,3.0,0.034220532319391636,-0.16957158686280938,0.10484217846378821,0.8370662069126762
